,Date,Airline,Duration,Source,Destination,Departure Time,Arrival Time,Layover Time,Layover Cities,Total stops,Carry bags Count,Checkin bags Count,Price
111,2024-01-03,Emirates,15h 40m,New York,Dubai,11:45 pm,12:25 am,2h 00m,Athens Eleftherios V.,1,1.0,2.0,"1,071"
112,2024-01-03,Turkish Airlines,16h 35m,New York,Dubai,11:40 pm,1:15 am,2h 25m,Istanbul,1,1.0,2.0,"1,034"
113,2024-01-03,SAUDIA,16h 00m,New York,Dubai,11:00 am,12:00 pm,2h 05m,Riyadh King Khaled Intl,1,1.0,2.0,"1,063"
114,2024-01-03,Turkish Airlines,17h 45m,New York,Dubai,12:20 am,3:05 am,3h 20m,Istanbul,1,1.0,0.0,"1,060"
115,2024-01-03,SWISS,15h 10m,New York,Dubai,10:05 pm,10:15 pm,1h 25m,Zurich,1,1.0,2.0,"1,197"
116,2024-01-03,Turkish Airlines,18h 15m,New York,Dubai,11:40 pm,2:55 am,4h 05m,Istanbul,1,1.0,0.0,"1,060"
117,2024-01-03,Turkish Airlines,20h 15m,New York,Dubai,8:00 pm,1:15 am,5h 55m,Istanbul,1,1.0,0.0,"1,060"
118,2024-01-03,United Airlines,15h 10m,New York,Dubai,10:05 pm,10:15 pm,1h 25m,Zurich,1,1.0,2.0,"1,200"
119,2024-01-03,"United Airlines, SWISS",15h 10m,New York,Dubai,10:05 pm,10:15 pm,1h 25m,Zurich,1,1.0,2.0,"1,200"
120,2024-01-03,SAUDIA,17h 00m,New York,Dubai,11:00 am,1:00 pm,3h 05m,Riyadh King Khaled Intl,1,1.0,2.0,"1,083"
121,2024-01-03,Lufthansa,15h 45m,New York,Dubai,10:10 pm,10:55 pm,1h 25m,Frankfurt am Main,1,1.0,2.0,"1,201"
122,2024-01-03,Lufthansa,15h 55m,New York,Dubai,10:00 pm,10:55 pm,1h 40m,Frankfurt am Main,1,1.0,2.0,"1,201"
123,2024-01-03,SWISS,16h 15m,New York,Dubai,9:00 pm,10:15 pm,2h 20m,Zurich,1,1.0,2.0,"1,197"
124,2024-01-03,United Airlines,15h 45m,New York,Dubai,10:10 pm,10:55 pm,1h 25m,Frankfurt am Main,1,1.0,2.0,"1,225"
125,2024-01-04,Emirates,12h 25m,New York,Dubai,11:00 pm,8:25 pm,,,0,1.0,2.0,"1,207"
126,2024-01-04,Kuwait Airways,15h 55m,New York,Dubai,5:00 pm,5:55 pm,2h 00m,Kuwait City,1,1.0,2.0,787
127,2024-01-04,Egypt Air,36h 40m,New York,Dubai,12:00 pm,9:40 am,23h 05m,Cairo,1,1.0,2.0,772
128,2024-01-04,United Airlines,13h 10m,New York,Dubai,9:30 pm,7:40 pm,,,0,1.0,1.0,"1,065"
129,2024-01-04,Emirates,12h 25m,New York,Dubai,11:00 pm,8:25 pm,,,0,1.0,2.0,"1,135"
130,2024-01-04,Emirates,12h 30m,New York,Dubai,10:40 am,8:10 am,,,0,1.0,2.0,"1,135"
131,2024-01-04,Egypt Air,18h 00m,New York,Dubai,12:00 pm,3:00 pm,4h 30m,Cairo,1,1.0,2.0,774
132,2024-01-04,Qatar Airways,17h 25m,New York,Dubai,1:25 am,3:50 am,3h 45m,Doha Hamad Intl,1,1.0,2.0,872
133,2024-01-04,Emirates,15h 40m,New York,Dubai,11:45 pm,12:25 am,,,0,1.0,2.0,"1,218"
134,2024-01-04,Kuwait Airways,19h 55m,New York,Dubai,5:00 pm,9:55 pm,6h 00m,Kuwait City,1,1.0,2.0,787
135,2024-01-04,Egypt Air,22h 00m,New York,Dubai,12:00 pm,7:00 pm,8h 25m,Cairo,1,1.0,2.0,773
136,2024-01-04,Etihad Airways,15h 25m,New York,Dubai,10:00 pm,10:25 pm,0h 55m,Abu Dhabi Intl,1,1.0,2.0,"1,005"
137,2024-01-04,Qatar Airways,14h 50m,New York,Dubai,10:25 am,10:15 am,1h 10m,Doha Hamad Intl,1,1.0,2.0,"1,056"
138,2024-01-04,SAUDIA,20h 00m,New York,Dubai,11:00 am,4:00 pm,5h 30m,Jeddah King Abdulaziz Intl,1,1.0,2.0,944
139,2024-01-04,SWISS,15h 10m,New York,Dubai,10:05 pm,10:15 pm,1h 25m,Zurich,1,1.0,2.0,"1,087"
140,2024-01-04,Turkish Airlines,15h 30m,New York,Dubai,12:50 pm,1:20 pm,1h 15m,Istanbul,1,1.0,2.0,"1,072"
